seq,ms,time_s,icm_ax_g,icm_ay_g,icm_az_g,icm_gx_dps,icm_gy_dps,icm_gz_dps,adxl_ax_g,adxl_ay_g,adxl_az_g,bmp_temp_c,bmp_press_pa,bmp_alt_m,attitude_valid,q0,q1,q2,q3,roll_deg,pitch_deg,yaw_deg,gyro_bias_x_dps,gyro_bias_y_dps,gyro_bias_z_dps,crc16_recorded,crc16_computed,crc_ok
3062,76812,76.812,-0.861,0.114,0.475,-0.48,0.73,6.78,0.88,-0.2,0.64,28.64,96749,388.15,1,0.861248255,0.070107706,0.503303707,0.004664248,14.54,60.03,9.05,-0.54,0.32,-0.66,40023,40023,True
3063,76832,76.832,-0.853,0.118,0.557,-0.73,0.11,1.5,0.93,-0.15,0.73,28.64,96749,388.14,1,0.861872435,0.070045009,0.502239883,0.004958716,14.51,59.89,9.05,-0.54,0.32,-0.66,40113,40113,True
3064,76852,76.852,-0.835,0.083,0.489,-1.5,-1.89,-1.52,0.93,-0.1,0.73,28.64,96749,388.17,1,0.862431467,0.068632044,0.501481593,0.004227257,14.12,59.82,8.71,-0.54,0.32,-0.66,24102,24102,True
3065,76872,76.872,-0.866,0.082,0.51,3.48,-0.02,-1.71,0.88,0.0,0.78,28.64,96749,388.14,1,0.862771153,0.067958049,0.500997305,0.003059936,13.83,59.78,8.38,-0.54,0.32,-0.66,50351,50351,True
3066,76892,76.892,-0.887,0.131,0.478,-2.28,0.94,2.19,0.88,-0.24,0.69,28.64,96749,388.15,1,0.862143099,0.068420194,0.502009094,0.003847487,14.06,59.89,8.64,-0.54,0.32,-0.66,16011,16011,True
3067,76912,76.912,-0.855,0.131,0.475,-1.45,1.48,0.58,0.83,-0.1,0.78,28.64,96748,388.18,1,0.861675382,0.069560528,0.502647161,0.004769006,14.42,59.95,8.98,-0.54,0.32,-0.66,4167,4167,True
3068,76932,76.932,-0.847,0.113,0.482,0.97,-1.94,-1.4,0.83,-0.15,0.64,28.64,96748,388.18,1,0.86230135,0.068682104,0.501700759,0.003942278,14.1,59.85,8.67,-0.54,0.32,-0.66,51007,51007,True
3069,76952,76.952,-0.871,0.097,0.52,-1.19,2.02,-2.01,0.98,-0.1,0.64,28.64,96749,388.16,1,0.862652481,0.067542866,0.501255929,0.003339744,13.79,59.81,8.4,-0.54,0.32,-0.66,61388,61388,True
3070,76972,76.972,-0.881,0.125,0.475,-2.18,1.53,-4.95,0.88,-0.1,0.73,28.64,96748,388.2,1,0.861959815,0.067202933,0.502494276,0.002936183,13.74,59.98,8.34,-0.54,0.32,-0.66,27270,27270,True
3071,76992,76.992,-0.838,0.121,0.494,-2.21,1.02,-1.9,0.88,-0.05,0.73,28.64,96748,388.23,1,0.862514794,0.066986665,0.501569092,0.00307262,13.67,59.86,8.3,-0.54,0.32,-0.66,38803,38803,True
3072,77012,77.012,-0.847,0.146,0.481,-1.65,-0.2,-0.34,0.78,-0.1,0.69,28.65,96748,388.24,1,0.862597764,0.068207495,0.501255095,0.004021062,14.0,59.79,8.61,-0.54,0.32,-0.66,64998,64998,True
3073,77032,77.032,-0.867,0.139,0.47,0.39,0.61,-0.69,0.88,-0.2,0.64,28.65,96748,388.26,1,0.862052143,0.069227837,0.502050161,0.004390908,14.28,59.88,8.84,-0.54,0.32,-0.66,48326,48326,True
3074,77052,77.052,-0.854,0.131,0.495,-1.5,1.14,2.07,0.78,-0.1,0.64,28.65,96748,388.24,1,0.86253041,0.069816351,0.501137912,0.005267921,14.45,59.74,9.03,-0.54,0.32,-0.66,39162,39162,True
3075,77072,77.072,-0.86,0.122,0.51,0.27,-0.62,1.41,0.98,-0.1,0.78,28.65,96748,388.2,1,0.863204956,0.069812134,0.499974281,0.005402359,14.4,59.59,8.99,-0.54,0.32,-0.66,27963,27963,True
3076,77092,77.092,-0.878,0.127,0.477,-0.03,1.17,-4.13,0.88,-0.1,0.69,28.65,96748,388.19,1,0.86251837,0.069664411,0.501184404,0.004804049,14.37,59.76,8.92,-0.54,0.32,-0.66,14485,14485,True
3077,77112,77.112,-0.871,0.125,0.492,-3.66,-0.89,-4.02,0.93,-0.1,0.69,28.65,96748,388.19,1,0.862717211,0.067527302,0.501143754,0.003748932,13.83,59.79,8.47,-0.54,0.32,-0.66,30020,30020,True
3078,77132,77.132,-0.853,0.118,0.499,-2.52,-1.18,-2.41,0.83,-0.1,0.73,28.65,96748,388.18,1,0.863481343,0.066898681,0.499911457,0.003620137,13.63,59.64,8.32,-0.54,0.32,-0.66,60197,60197,True
3079,77152,77.152,-0.872,0.127,0.483,-0.5,0.92,-0.79,0.83,-0.1,0.73,28.65,96749,388.15,1,0.862863362,0.067543365,0.500888765,0.003909646,13.84,59.75,8.49,-0.54,0.32,-0.66,40490,40490,True
3080,77172,77.172,-0.87,0.123,0.497,0.53,0.99,0.08,0.88,-0.05,0.78,28.65,96749,388.17,1,0.863383055,0.067951471,0.49993524,0.004125915,13.9,59.62,8.54,-0.54,0.32,-0.66,6058,6058,True
3081,77192,77.192,-0.861,0.115,0.502,-2.78,0.93,-4.65,0.78,-0.1,0.69,28.65,96748,388.2,1,0.863925934,0.066635944,0.499179244,0.003436068,13.53,59.55,8.22,-0.54,0.32,-0.66,64554,64554,True
3082,77212,77.212,-0.859,0.128,0.493,-1.83,0.35,-1.96,0.83,-0.15,0.73,28.65,96748,388.25,1,0.864038885,0.067653522,0.498841256,0.004146944,13.79,59.48,8.45,-0.54,0.32,-0.66,26771,26771,True
3083,77232,77.232,-0.863,0.114,0.483,-2.02,1.22,1.36,0.93,-0.1,0.64,28.65,96748,388.21,1,0.863457501,0.067016095,0.499932528,0.004170339,13.72,59.63,8.44,-0.54,0.32,-0.66,16480,16480,True
3084,77252,77.252,-0.859,0.125,0.494,1.69,1.72,-7.01,0.88,-0.1,0.69,28.65,96749,388.18,1,0.863717854,0.067721322,0.499391645,0.003636718,13.77,59.56,8.39,-0.54,0.32,-0.66,37746,37746,True
3085,77272,77.272,-0.858,0.134,0.48,-2.9,0.86,-3.08,0.88,-0.1,0.69,28.65,96748,388.18,1,0.863288641,0.068264164,0.500056088,0.004080265,13.96,59.64,8.57,-0.54,0.32,-0.66,39397,39397,True
3086,77292,77.292,-0.866,0.127,0.495,-0.11,-1.85,-3.45,0.78,-0.1,0.69,28.65,96748,388.2,1,0.863725007,0.069272161,0.499161005,0.004331092,14.14,59.51,8.69,-0.54,0.32,-0.66,26025,26025,True
3087,77312,77.312,-0.856,0.119,0.483,-0.66,-0.34,0.4,0.88,-0.15,0.73,28.66,96750,388.09,1,0.863302708,0.068627536,0.499982655,0.004001497,14.02,59.62,8.59,-0.54,0.32,-0.66,59604,59604,True
3088,77332,77.332,-0.875,0.123,0.497,0.02,-0.56,-1.14,0.88,-0.05,0.73,28.66,96749,388.11,1,0.863034666,0.067616262,0.500588536,0.00319946,13.76,59.73,8.35,-0.54,0.32,-0.66,3134,3134,True
3089,77352,77.352,-0.85,0.123,0.498,-1.11,-1.19,0.69,0.88,-0.1,0.64,28.65,96749,388.18,1,0.86376214,0.067841426,0.499298841,0.003630732,13.79,59.55,8.4,-0.54,0.32,-0.66,55666,55666,True
3090,77372,77.372,-0.86,0.139,0.488,-0.21,-0.22,0.6,0.88,-0.05,0.78,28.65,96748,388.18,1,0.863631427,0.06935706,0.499309033,0.004559928,14.19,59.52,8.75,-0.54,0.32,-0.66,16893,16893,True
3091,77392,77.392,-0.87,0.129,0.492,0.66,-0.46,-1.52,0.88,-0.1,0.73,28.65,96748,388.25,1,0.863179743,0.070351161,0.499948651,0.004768083,14.44,59.59,8.93,-0.54,0.32,-0.66,4748,4748,True
3092,77412,77.412,-0.853,0.122,0.5,-1.27,1.18,-7.24,0.88,-0.1,0.73,28.65,96748,388.2,1,0.863717616,0.069285825,0.49917686,0.003712822,14.08,59.52,8.57,-0.54,0.32,-0.66,43665,43665,True
3093,77432,77.432,-0.879,0.132,0.484,-0.5,-0.51,5.59,0.88,-0.15,0.73,28.65,96748,388.19,1,0.86319679,0.070342615,0.499919683,0.004854206,14.45,59.58,8.94,-0.54,0.32,-0.66,30989,30989,True
3094,77452,77.452,-0.868,0.118,0.484,1.05,-0.67,-0.63,0.83,-0.05,0.69,28.65,96748,388.18,1,0.862804174,0.069802105,0.500678658,0.004178343,14.3,59.7,8.79,-0.54,0.32,-0.66,51588,51588,True
3095,77472,77.472,-0.862,0.121,0.491,-0.3,-1.85,-0.56,0.93,-0.05,0.73,28.65,96748,388.19,1,0.863418818,0.068770625,0.499765724,0.003569965,13.99,59.6,8.51,-0.54,0.32,-0.66,22413,22413,True
3096,77492,77.492,-0.868,0.127,0.482,1.62,1.18,4.72,0.88,-0.2,0.64,28.65,96749,388.17,1,0.862730145,0.070098042,0.50076288,0.004434653,14.39,59.7,8.88,-0.54,0.32,-0.66,35269,35269,True
3097,77512,77.512,-0.878,0.123,0.487,0.86,0.63,-0.98,0.88,-0.1,0.73,28.65,96749,388.18,1,0.862122238,0.069896944,0.501840472,0.00395933,14.35,59.85,8.82,-0.54,0.32,-0.66,12100,12100,True
3098,77532,77.532,-0.873,0.132,0.491,-0.24,0.18,-5.53,0.88,-0.05,0.73,28.65,96749,388.11,1,0.862102926,0.070886157,0.501734674,0.004009103,14.55,59.83,8.93,-0.54,0.32,-0.66,7568,7568,True
3099,77552,77.552,-0.863,0.121,0.494,-1.34,3.12,-0.37,0.88,-0.15,0.73,28.65,96749,388.1,1,0.862416744,0.070059292,0.501312912,0.003804285,14.34,59.79,8.78,-0.54,0.32,-0.66,57527,57527,True
3100,77572,77.572,-0.864,0.12,0.499,0.53,-0.47,-0.6,0.78,-0.05,0.73,28.65,96749,388.12,1,0.863046348,0.069620192,0.500292182,0.003433802,14.17,59.66,8.61,-0.54,0.32,-0.66,38831,38831,True
3101,77592,77.592,-0.857,0.111,0.494,0.41,0.0,1.63,0.88,-0.1,0.69,28.65,96750,388.09,1,0.863449395,0.068816081,0.499709845,0.003069445,13.94,59.6,8.42,-0.54,0.32,-0.66,27850,27850,True
3102,77612,77.612,-0.862,0.125,0.496,-2.59,0.56,0.69,0.83,-0.1,0.69,28.65,96749,388.1,1,0.863974333,0.06919641,0.498743743,0.003865855,14.06,59.46,8.57,-0.54,0.32,-0.66,21335,21335,True
3103,77632,77.632,-0.868,0.117,0.499,-0.26,-1.37,0.64,0.83,-0.1,0.73,28.65,96749,388.13,1,0.864386678,0.068059444,0.498189479,0.003294523,13.75,59.41,8.3,-0.54,0.32,-0.66,19619,19619,True
3104,77652,77.652,-0.858,0.114,0.503,1.74,1.92,-0.5,0.83,-0.1,0.73,28.65,96749,388.13,1,0.864755094,0.067641921,0.497609764,0.002759973,13.58,59.34,8.13,-0.54,0.32,-0.66,28173,28173,True
3105,77672,77.672,-0.876,0.127,0.484,-1.05,-1.29,-4.55,0.88,-0.1,0.78,28.65,96749,388.13,1,0.864308357,0.067658842,0.498385161,0.002368019,13.58,59.45,8.09,-0.54,0.32,-0.66,61975,61975,True
3106,77692,77.692,-0.848,0.12,0.496,-2.15,1.88,-4.74,0.83,-0.15,0.69,28.65,96749,388.15,1,0.86478734,0.067198783,0.497617126,0.002073841,13.42,59.36,7.95,-0.54,0.32,-0.66,63110,63110,True
3107,77712,77.712,-0.847,0.132,0.499,-0.34,1.03,-3.37,0.88,-0.15,0.73,28.65,96748,388.18,1,0.865072906,0.068029039,0.497006595,0.00231182,13.58,59.27,8.06,-0.54,0.32,-0.66,62411,62411,True
3108,77732,77.732,-0.867,0.129,0.488,-0.53,2.34,2.59,0.93,-0.15,0.73,28.65,96748,388.2,1,0.864352524,0.069053173,0.498112768,0.003184454,13.93,59.39,8.39,-0.54,0.32,-0.66,1750,1750,True
3109,77752,77.752,-0.876,0.128,0.5,-1.79,1.19,-2.15,0.83,-0.05,0.64,28.65,96749,388.15,1,0.863833487,0.069744579,0.498913229,0.003606342,14.14,59.48,8.59,-0.54,0.32,-0.66,3240,3240,True
3110,77772,77.772,-0.861,0.119,0.493,-3.0,2.52,-3.47,0.83,-0.1,0.69,28.65,96749,388.17,1,0.863770723,0.067752764,0.499302387,0.002628674,13.67,59.57,8.19,-0.54,0.32,-0.66,29227,29227,True
3111,77792,77.792,-0.866,0.128,0.497,-0.98,2.02,0.21,0.83,-0.15,0.73,28.66,96749,388.17,1,0.863778651,0.069050096,0.499104768,0.003598613,14.02,59.51,8.52,-0.54,0.32,-0.66,19225,19225,True
3112,77812,77.812,-0.864,0.125,0.495,-2.27,-0.44,0.44,0.88,-0.05,0.69,28.66,96749,388.16,1,0.864082158,0.070107959,0.498422772,0.004656916,14.31,59.4,8.81,-0.54,0.32,-0.66,47050,47050,True
3113,77832,77.832,-0.874,0.119,0.499,-2.34,-0.56,-2.2,0.88,-0.15,0.59,28.66,96749,388.1,1,0.864085793,0.068375394,0.498664528,0.003775873,13.88,59.46,8.46,-0.54,0.32,-0.66,34374,34374,True
3114,77852,77.852,-0.873,0.126,0.487,-0.33,3.1,0.21,0.83,-0.05,0.69,28.66,96750,388.07,1,0.863241971,0.06887529,0.500052869,0.00406957,14.08,59.63,8.63,-0.54,0.32,-0.66,9924,9924,True
3115,77872,77.872,-0.858,0.12,0.486,-0.98,2.73,-3.37,0.88,-0.1,0.69,28.66,96750,388.08,1,0.862721562,0.067479193,0.501147389,0.003038492,13.74,59.8,8.33,-0.54,0.32,-0.66,33844,33844,True
3116,77892,77.892,-0.86,0.133,0.496,0.56,2.07,-2.38,0.88,-0.15,0.73,28.67,96750,388.08,1,0.862903476,0.068532892,0.500689089,0.003365976,13.96,59.73,8.49,-0.54,0.32,-0.66,8615,8615,True
3117,77912,77.912,-0.858,0.126,0.493,-1.37,1.08,-1.75,0.88,-0.05,0.78,28.67,96750,388.04,1,0.863327563,0.069035128,0.49988541,0.003778622,14.07,59.61,8.59,-0.54,0.32,-0.66,1995,1995,True
3118,77932,77.932,-0.867,0.113,0.5,1.58,2.92,1.95,0.93,-0.05,0.69,28.67,96749,388.11,1,0.863454521,0.068421498,0.499753237,0.003388197,13.9,59.61,8.44,-0.54,0.32,-0.66,28275,28275,True
3119,77952,77.952,-0.861,0.124,0.489,0.03,1.05,-0.02,0.88,-0.15,0.64,28.67,96749,388.09,1,0.863083661,0.06982623,0.500193834,0.004146869,14.28,59.64,8.76,-0.54,0.32,-0.66,22227,22227,True
3120,77972,77.972,-0.857,0.121,0.499,-2.66,-0.79,1.58,0.83,-0.05,0.73,28.67,96749,388.11,1,0.863797307,0.069250956,0.499037653,0.004474539,14.15,59.49,8.71,-0.54,0.32,-0.66,46555,46555,True
3121,77992,77.992,-0.869,0.132,0.497,-0.18,0.53,3.05,0.83,-0.2,0.59,28.67,96749,388.14,1,0.863698542,0.071003802,0.498948574,0.005806485,14.63,59.44,9.15,-0.54,0.32,-0.66,3057,3057,True
3122,78012,78.012,-0.875,0.129,0.48,-1.98,1.76,-2.55,0.93,-0.15,0.73,28.67,96749,388.11,1,0.862984657,0.07069958,0.500227451,0.005620355,14.61,59.61,9.15,-0.54,0.32,-0.66,30295,30295,True
3123,78032,78.032,-0.859,0.127,0.499,-1.28,2.03,-2.44,0.78,-0.15,0.73,28.67,96749,388.12,1,0.863454878,0.070260271,0.499479443,0.005427434,14.47,59.52,9.02,-0.54,0.32,-0.66,54466,54466,True
3124,78052,78.052,-0.863,0.123,0.495,-1.91,3.41,-8.62,0.88,-0.1,0.73,28.67,96749,388.1,1,0.863634467,0.068273403,0.499459386,0.003808212,13.9,59.56,8.49,-0.54,0.32,-0.66,30023,30023,True
3125,78072,78.072,-0.864,0.126,0.497,1.38,-3.14,0.5,0.88,-0.15,0.78,28.67,96749,388.14,1,0.864347577,0.069511257,0.498048872,0.004333728,14.14,59.36,8.66,-0.54,0.32,-0.66,26856,26856,True
3126,78092,78.092,-0.864,0.127,0.486,-0.98,0.69,3.21,0.83,-0.1,0.73,28.67,96749,388.13,1,0.863720775,0.070190474,0.499032587,0.005114322,14.4,59.47,8.93,-0.54,0.32,-0.66,12836,12836,True
3127,78112,78.112,-0.857,0.12,0.499,2.03,-2.68,-0.57,0.83,-0.2,0.69,28.67,96750,388.05,1,0.864494801,0.06984321,0.497745335,0.004507313,14.21,59.31,8.71,-0.54,0.32,-0.66,43049,43049,True
3128,78132,78.132,-0.885,0.122,0.549,1.02,0.98,0.0,0.83,-0.15,0.69,28.67,96749,388.13,1,0.865015507,0.069779493,0.496850163,0.004358383,14.14,59.2,8.64,-0.54,0.32,-0.66,36085,36085,True
3129,78152,78.152,-0.844,0.121,0.552,-1.87,-0.21,0.9,0.93,-0.15,0.69,28.67,96749,388.12,1,0.865678132,0.069537461,0.495725662,0.004687651,14.07,59.05,8.62,-0.54,0.32,-0.66,2608,2608,True
3130,78172,78.172,-0.87,0.139,0.432,0.9,-0.56,4.53,0.83,-0.15,0.64,28.67,96749,388.13,1,0.865127087,0.070544407,0.496536911,0.005447245,14.39,59.13,8.91,-0.54,0.32,-0.66,13315,13315,True
3131,78192,78.192,-0.856,0.138,0.483,0.34,-1.44,2.06,0.83,-0.05,0.64,28.67,96749,388.1,1,0.864766836,0.071826525,0.496971428,0.006221547,14.74,59.16,9.22,-0.54,0.32,-0.66,45311,45311,True
3132,78212,78.212,-0.865,0.135,0.498,0.5,-0.71,-7.15,0.88,-0.15,0.69,28.67,96749,388.17,1,0.864570081,0.072709665,0.497189581,0.005854654,14.88,59.19,9.26,-0.54,0.32,-0.66,60785,60785,True
3133,78232,78.232,-0.861,0.125,0.451,0.08,0.82,-3.85,0.88,-0.2,0.78,28.67,96749,388.1,1,0.863918245,0.072483994,0.498361409,0.005208472,14.83,59.35,9.17,-0.54,0.32,-0.66,9736,9736,True
3134,78252,78.252,-0.868,0.114,0.496,3.32,0.87,2.58,0.93,-0.05,0.78,28.67,96749,388.11,1,0.863848507,0.071974173,0.498562574,0.00456332,14.67,59.4,9.0,-0.54,0.32,-0.66,52764,52764,True
3135,78272,78.272,-0.863,0.135,0.498,-0.53,-3.13,5.65,0.93,-0.1,0.73,28.67,96749,388.18,1,0.864450216,0.073623188,0.497259945,0.006162865,15.1,59.18,9.42,-0.54,0.32,-0.66,54244,54244,True
3136,78292,78.292,-0.864,0.127,0.498,0.57,1.98,0.34,0.78,-0.15,0.73,28.67,96750,388.06,1,0.864414513,0.072504155,0.497494698,0.005451056,14.81,59.24,9.18,-0.54,0.32,-0.66,4177,4177,True
3137,78312,78.312,-0.842,0.134,0.482,-0.03,-1.92,-3.52,0.88,-0.1,0.69,28.67,96749,388.09,1,0.864299178,0.073597036,0.497532696,0.005643466,15.05,59.23,9.33,-0.54,0.32,-0.66,19359,19359,True
3138,78332,78.332,-0.871,0.135,0.513,-1.96,-1.84,1.11,0.83,-0.15,0.73,28.67,96749,388.12,1,0.865108609,0.073443666,0.496141613,0.006045317,14.99,59.04,9.32,-0.54,0.32,-0.66,63974,63974,True
3139,78352,78.352,-0.86,0.111,0.478,2.56,0.56,-0.77,0.88,-0.24,0.69,28.67,96749,388.12,1,0.86462456,0.073031791,0.497055203,0.005188363,14.87,59.18,9.16,-0.54,0.32,-0.66,9076,9076,True
3140,78372,78.372,-0.869,0.122,0.535,1.79,-1.57,1.55,0.88,-0.15,0.73,28.67,96749,388.14,1,0.865340054,0.073062062,0.495805115,0.005081691,14.8,59.02,9.08,-0.54,0.32,-0.66,43898,43898,True
3141,78392,78.392,-0.872,0.132,0.436,-1.04,-0.25,1.98,0.88,-0.05,0.64,28.67,96749,388.15,1,0.864783525,0.073335975,0.496730447,0.005492775,14.94,59.13,9.24,-0.54,0.32,-0.66,32433,32433,True
3142,78412,78.412,-0.864,0.124,0.506,1.16,-0.96,6.94,0.83,-0.05,0.69,28.68,96749,388.13,1,0.865298212,0.073178887,0.495851666,0.005912408,14.91,59.01,9.25,-0.54,0.32,-0.66,54602,54602,True
3143,78432,78.432,-0.865,0.105,0.484,1.74,-0.63,5.65,0.88,-0.1,0.73,28.68,96749,388.15,1,0.865029752,0.072983839,0.496347994,0.005970255,14.91,59.07,9.27,-0.54,0.32,-0.66,35633,35633,True
3144,78452,78.452,-0.878,0.146,0.475,0.37,-1.73,1.67,0.93,-0.2,0.64,28.68,96749,388.15,1,0.864601672,0.073811561,0.496965617,0.006411206,15.14,59.14,9.48,-0.54,0.32,-0.66,11219,11219,True
3145,78472,78.472,-0.862,0.141,0.505,-5.95,2.35,-1.54,0.83,-0.1,0.64,28.68,96749,388.14,1,0.864994705,0.073554538,0.496308029,0.00722849,15.15,59.04,9.57,-0.54,0.32,-0.66,8346,8346,True
3146,78492,78.492,-0.853,0.147,0.461,-2.35,1.75,-7.59,0.88,-0.1,0.73,28.68,96749,388.11,1,0.864326179,0.073278762,0.497520685,0.006620128,15.09,59.21,9.49,-0.54,0.32,-0.66,53628,53628,True
3147,78512,78.512,-0.859,0.141,0.486,-2.41,0.46,-4.61,0.88,-0.1,0.73,28.68,96749,388.13,1,0.863856494,0.07360664,0.498286575,0.006674824,15.2,59.31,9.57,-0.54,0.32,-0.66,3030,3030,True
3148,78532,78.532,-0.899,0.148,0.477,-3.41,1.38,-1.95,0.93,-0.15,0.69,28.68,96749,388.16,1,0.863200188,0.073448673,0.499443024,0.006879561,15.25,59.45,9.66,-0.54,0.32,-0.66,7522,7522,True
3149,78552,78.552,-0.915,0.028,0.639,6.29,3.93,-1.27,0.93,-0.05,0.78,28.68,96749,388.16,1,0.863278508,0.073485911,0.499316454,0.005759005,15.13,59.46,9.44,-0.54,0.32,-0.66,18742,18742,True
3150,78572,78.572,-0.851,0.073,0.558,0.37,0.44,-3.5,0.88,-0.1,0.64,28.68,96749,388.15,1,0.863769889,0.072521031,0.498617053,0.004826964,14.8,59.39,9.12,-0.54,0.32,-0.66,31987,31987,True
3151,78592,78.592,-0.878,0.124,0.471,0.65,3.73,-1.15,0.88,-0.1,0.64,28.68,96749,388.1,1,0.862868547,0.072459579,0.500187337,0.004489504,14.83,59.6,9.12,-0.54,0.32,-0.66,6665,6665,True
3152,78612,78.612,-0.866,0.147,0.502,-1.16,-0.31,0.89,0.88,-0.05,0.78,28.68,96749,388.12,1,0.863248289,0.073579259,0.499358356,0.005455994,15.12,59.47,9.39,-0.54,0.32,-0.66,10155,10155,True
3153,78632,78.632,-0.875,0.129,0.447,-1.35,2.07,-0.97,0.93,-0.1,0.64,28.68,96749,388.14,1,0.862497032,0.073459841,0.500672698,0.005427592,15.16,59.64,9.44,-0.54,0.32,-0.66,15404,15404,True
3154,78652,78.652,-0.87,0.118,0.522,0.22,2.88,-0.01,0.83,-0.1,0.69,28.68,96749,388.13,1,0.862829328,0.072983362,0.500172019,0.005195805,15.01,59.58,9.32,-0.54,0.32,-0.66,56893,56893,True
3155,78672,78.672,-0.872,0.104,0.513,1.66,2.27,0.23,0.78,-0.1,0.73,28.68,96749,388.13,1,0.863033712,0.072266333,0.499929667,0.004558558,14.79,59.57,9.1,-0.54,0.32,-0.66,42418,42418,True
3156,78692,78.692,-0.875,0.128,0.474,-0.98,2.41,2.14,0.93,-0.15,0.64,28.68,96749,388.1,1,0.862247169,0.072449878,0.501254618,0.00495752,14.94,59.73,9.27,-0.54,0.32,-0.66,42415,42415,True
3157,78712,78.712,-0.878,0.139,0.487,-3.66,0.48,0.71,0.88,-0.05,0.69,28.68,96748,388.21,1,0.861765504,0.072997101,0.501993001,0.005895896,15.19,59.81,9.55,-0.54,0.32,-0.66,30285,30285,True
3158,78732,78.732,-0.833,0.131,0.497,0.56,3.46,-4.28,0.83,-0.05,0.69,28.68,96748,388.19,1,0.862084687,0.072849326,0.501471639,0.005391448,15.07,59.75,9.41,-0.54,0.32,-0.66,53182,53182,True
3159,78752,78.752,-0.871,0.145,0.476,1.85,3.04,-0.06,0.93,-0.1,0.69,28.68,96749,388.15,1,0.861311316,0.074166633,0.502602041,0.005770055,15.43,59.88,9.69,-0.54,0.32,-0.66,8227,8227,True
3160,78772,78.772,-0.854,0.142,0.487,-0.33,-0.69,-3.34,0.88,-0.1,0.73,28.68,96748,388.2,1,0.861817956,0.07484448,0.501630306,0.00592499,15.53,59.74,9.75,-0.54,0.32,-0.66,64955,64955,True
3161,78792,78.792,-0.841,0.129,0.5,-2.94,1.73,-9.13,0.83,-0.1,0.69,28.68,96748,388.18,1,0.862340987,0.073481023,0.500944436,0.004819777,15.11,59.68,9.34,-0.54,0.32,-0.66,14427,14427,True
3162,78812,78.812,-0.867,0.103,0.5,1.22,2.76,-0.45,0.88,-0.05,0.73,28.68,96748,388.2,1,0.862388968,0.072483644,0.501014233,0.004012795,14.83,59.72,9.08,-0.54,0.32,-0.66,30604,30604,True
3163,78832,78.832,-0.893,0.123,0.468,1.15,0.05,-0.17,0.88,-0.15,0.64,28.68,96748,388.19,1,0.861799538,0.072573252,0.502016664,0.003724082,14.86,59.85,9.08,-0.54,0.32,-0.66,23831,23831,True
3164,78852,78.852,-0.875,0.12,0.487,-0.44,0.33,-2.12,0.83,-0.1,0.69,28.68,96749,388.15,1,0.861595631,0.071224153,0.50256598,0.002729435,14.51,59.95,8.76,-0.54,0.32,-0.66,22594,22594,True
3165,78872,78.872,-0.875,0.127,0.493,-0.47,1.07,5.79,0.83,-0.1,0.73,28.68,96749,388.13,1,0.862128019,0.071877137,0.501551807,0.003835652,14.71,59.8,9.0,-0.54,0.32,-0.66,24937,24937,True
3166,78892,78.892,-0.863,0.123,0.498,1.98,-0.1,2.11,0.83,-0.1,0.64,28.68,96749,388.17,1,0.862705708,0.071897037,0.500555277,0.003753629,14.66,59.67,8.94,-0.54,0.32,-0.66,36585,36585,True
3167,78912,78.912,-0.865,0.146,0.489,0.86,1.45,0.47,0.93,-0.1,0.73,28.68,96749,388.15,1,0.862498939,0.0735792,0.500660002,0.00461581,15.09,59.65,9.3,-0.54,0.32,-0.66,28226,28226,True
3168,78932,78.932,-0.886,0.141,0.48,-0.59,0.83,-1.42,0.93,-0.05,0.69,28.68,96749,388.15,1,0.861861289,0.073983528,0.501696527,0.0047059,15.23,59.78,9.42,-0.54,0.32,-0.66,25917,25917,True
3169,78952,78.952,-0.864,0.114,0.505,1.49,0.74,3.09,0.93,-0.05,0.73,28.68,96748,388.2,1,0.862286925,0.073683687,0.501009583,0.004618145,15.13,59.69,9.33,-0.54,0.32,-0.66,41857,41857,True
3170,78972,78.972,-0.862,0.134,0.485,2.64,-2.06,2.69,0.88,-0.1,0.69,28.68,96748,388.24,1,0.862102807,0.075670004,0.501021564,0.005481988,15.61,59.66,9.72,-0.54,0.32,-0.66,47563,47563,True
3171,78992,78.992,-0.848,0.146,0.453,0.2,-0.69,1.66,0.83,-0.2,0.64,28.68,96748,388.22,1,0.861608922,0.076641254,0.501716614,0.006054596,15.9,59.73,9.98,-0.54,0.32,-0.66,16944,16944,True
3172,79012,79.012,-0.868,0.187,0.482,-0.12,-3.15,6.21,0.88,-0.2,0.78,28.68,96748,388.2,1,0.861757159,0.078674763,0.501122892,0.007797435,16.46,59.59,10.51,-0.54,0.32,-0.66,12146,12146,True
3173,79032,79.032,-0.869,0.166,0.487,-1.66,-1.08,3.98,0.88,-0.24,0.64,28.68,96749,388.13,1,0.861738801,0.080277666,0.500873327,0.009363064,16.93,59.51,10.97,-0.54,0.32,-0.66,36073,36073,True
3174,79052,79.052,-0.854,0.081,0.55,-2.69,-0.9,6.76,0.93,-0.2,0.64,28.68,96749,388.15,1,0.862352371,0.079665773,0.499898255,0.010175313,16.84,59.38,11.0,-0.54,0.32,-0.66,52313,52313,True
3175,79072,79.072,-0.85,0.102,0.527,1.4,3.5,3.34,0.88,0.0,0.78,28.68,96749,388.16,1,0.862529337,0.07935188,0.499642879,0.010171893,16.77,59.35,10.95,-0.54,0.32,-0.66,42196,42196,True
